Category,Sub Category,Order Date,Profit
Snacks,Cookies,04-02-2015,202.3
Snacks,Noodles,12/23/2018,163.03
Bakery,Cakes,07-12-2015,713.93
Oil & Masala,Edible Oil & Ghee,10/19/2016,98.25
Beverages,Health Drinks,01-02-2018,487.52
Fruits & Veggies,Fresh Fruits,07-12-2016,536
Oil & Masala,Edible Oil & Ghee,03-05-2016,281.84
"Eggs, Meat & Fish",Mutton,02-06-2015,726.57
Bakery,Breads & Buns,5/21/2015,81.76
Oil & Masala,Masalas,10/23/2018,500.65
Beverages,Soft Drinks,12-01-2017,64.05
Fruits & Veggies,Fresh Vegetables,02-05-2018,170.1
Food Grains,Dals & Pulses,03-05-2016,465.6
Fruits & Veggies,Organic Vegetables,12-02-2018,243.84
"Eggs, Meat & Fish",Chicken,10/17/2015,1009.35
Snacks,Cookies,09-12-2015,100.2
Fruits & Veggies,Organic Vegetables,11/14/2018,61.05
Oil & Masala,Spices,5/24/2016,548.1
Oil & Masala,Edible Oil & Ghee,12/23/2018,331.45
Oil & Masala,Edible Oil & Ghee,3/31/2018,294.44
"Eggs, Meat & Fish",Eggs,10-02-2016,486.62
Bakery,Cakes,3/17/2018,78.6
"Eggs, Meat & Fish",Fish,11-01-2018,986.48
Fruits & Veggies,Organic Fruits,03-06-2018,340.56
Fruits & Veggies,Organic Vegetables,09-02-2018,487.22
Snacks,Noodles,08-08-2016,530.7
Bakery,Cakes,6/28/2017,200.16
Fruits & Veggies,Organic Fruits,9/15/2018,1082.4
Fruits & Veggies,Fresh Vegetables,08-08-2016,833.36
Snacks,Noodles,10/31/2016,455.7
Bakery,Breads & Buns,7/15/2018,299.54
Snacks,Noodles,09-03-2017,239.85
Food Grains,Atta & Flour,6/28/2017,252.36
Bakery,Biscuits,10/31/2015,313.69
"Eggs, Meat & Fish",Chicken,11/23/2016,240.8
Fruits & Veggies,Organic Fruits,10/31/2016,100
Bakery,Breads & Buns,05-12-2018,262
Beverages,Soft Drinks,6/28/2017,737.12
Snacks,Noodles,12-05-2016,517.22
Oil & Masala,Edible Oil & Ghee,9/29/2015,481.26
Oil & Masala,Edible Oil & Ghee,11-05-2018,34.14
Fruits & Veggies,Fresh Fruits,11-05-2018,71.4
"Eggs, Meat & Fish",Chicken,7/15/2018,101.8
Oil & Masala,Spices,7/13/2016,393.64
"Eggs, Meat & Fish",Mutton,03-05-2015,266.56
Food Grains,Organic Staples,10/31/2015,449.77
Oil & Masala,Edible Oil & Ghee,10-03-2018,426.72
"Eggs, Meat & Fish",Chicken,05-12-2018,200.32
Bakery,Biscuits,03-05-2015,505.4
Bakery,Biscuits,12-01-2017,480.64
Beverages,Health Drinks,11/23/2016,590.1
Beverages,Health Drinks,10/28/2017,490.59
Oil & Masala,Spices,11/27/2018,94.4
Snacks,Noodles,05-11-2018,705.3
Beverages,Health Drinks,03-05-2015,603.46
Fruits & Veggies,Organic Vegetables,3/28/2016,370.44
Beverages,Soft Drinks,03-12-2017,392.64
Bakery,Biscuits,12-04-2016,366.86
Bakery,Cakes,9/29/2015,293.75
"Eggs, Meat & Fish",Fish,12-05-2018,518.7
Bakery,Breads & Buns,7/15/2018,569.32
Snacks,Noodles,4/18/2016,349.37
Food Grains,Organic Staples,09-02-2018,897.49
Snacks,Noodles,9/30/2018,136.29
Snacks,Chocolates,10-02-2016,568.1
Fruits & Veggies,Organic Fruits,8/27/2017,448.07
"Eggs, Meat & Fish",Fish,12-08-2018,54.72
Snacks,Cookies,3/17/2018,88.62
Snacks,Chocolates,05-12-2016,85.2
Beverages,Soft Drinks,6/17/2017,120.06
"Eggs, Meat & Fish",Mutton,12-05-2017,418.32
Snacks,Chocolates,12-08-2018,381.6
"Eggs, Meat & Fish",Mutton,6/28/2017,118.9
"Eggs, Meat & Fish",Chicken,11/23/2016,228
Beverages,Health Drinks,8/27/2017,62.3
"Eggs, Meat & Fish",Mutton,09-02-2018,75.06
"Eggs, Meat & Fish",Chicken,10-08-2015,477.02
Food Grains,Organic Staples,10-09-2016,487.83
Bakery,Cakes,04-12-2018,491.75
Beverages,Health Drinks,12-08-2018,810.3
Snacks,Chocolates,10/31/2015,198
Oil & Masala,Masalas,8/27/2017,380.6
Snacks,Chocolates,04-12-2018,658.75
Snacks,Chocolates,3/17/2018,281.06
"Eggs, Meat & Fish",Fish,11-09-2016,804.8
Oil & Masala,Masalas,9/28/2016,533.61
"Eggs, Meat & Fish",Mutton,3/17/2018,255.75
Fruits & Veggies,Organic Vegetables,12-01-2017,321.64
Fruits & Veggies,Organic Fruits,11/17/2018,198
Fruits & Veggies,Fresh Vegetables,11-09-2016,178.94
Food Grains,Rice,09-04-2018,231.12
Oil & Masala,Masalas,11/23/2016,285
Snacks,Noodles,11/23/2016,123.9
"Eggs, Meat & Fish",Fish,12/26/2016,474.25
Beverages,Soft Drinks,12-05-2018,74.2
"Eggs, Meat & Fish",Chicken,08-12-2017,223.74
Snacks,Chocolates,2/20/2016,287.28
"Eggs, Meat & Fish",Mutton,9/15/2018,731.22
Food Grains,Rice,08-08-2016,635.6
Bakery,Cakes,6/23/2017,277.56
Snacks,Cookies,11/23/2016,214.56
Beverages,Soft Drinks,09-03-2017,291.56
"Eggs, Meat & Fish",Fish,3/31/2018,99.4
"Eggs, Meat & Fish",Chicken,3/17/2018,470.82
Bakery,Biscuits,7/29/2018,201.88
Beverages,Health Drinks,7/14/2017,303.8
Fruits & Veggies,Organic Vegetables,8/27/2017,322.77
"Eggs, Meat & Fish",Fish,9/29/2015,166.88
Snacks,Noodles,11/14/2015,496.5
Oil & Masala,Edible Oil & Ghee,11-01-2018,434
Bakery,Cakes,03-11-2015,218.08
Beverages,Soft Drinks,11-05-2018,268.2
Bakery,Biscuits,3/24/2017,86.75
Food Grains,Organic Staples,11/28/2015,329.84
Bakery,Breads & Buns,6/13/2017,487.8
Food Grains,Rice,7/18/2016,112.07
Bakery,Cakes,12/25/2017,272.48
Fruits & Veggies,Fresh Fruits,7/13/2016,390.77
Beverages,Health Drinks,8/24/2018,125.44
Snacks,Chocolates,12/27/2015,821.18
Beverages,Soft Drinks,11-12-2018,490.62
Snacks,Chocolates,8/19/2015,318.96
"Eggs, Meat & Fish",Eggs,8/18/2018,576.18
Snacks,Cookies,1/27/2018,195.65
Beverages,Health Drinks,07-07-2018,122.25
Fruits & Veggies,Fresh Vegetables,3/17/2018,331.44
"Eggs, Meat & Fish",Eggs,9/23/2015,453.36
Oil & Masala,Masalas,7/23/2016,259.2
"Eggs, Meat & Fish",Fish,3/21/2018,326.4
Food Grains,Dals & Pulses,8/24/2016,802.56
Oil & Masala,Masalas,12-04-2018,881.58
Fruits & Veggies,Organic Vegetables,09-09-2015,493.35
Fruits & Veggies,Fresh Vegetables,8/24/2016,82.05
Bakery,Breads & Buns,11-10-2017,137.4
Fruits & Veggies,Organic Vegetables,7/25/2018,285.25
"Eggs, Meat & Fish",Mutton,09-04-2018,458.2
Food Grains,Rice,09-04-2018,33.55
Beverages,Soft Drinks,5/18/2015,113.55
Food Grains,Atta & Flour,5/15/2017,80.16
Beverages,Soft Drinks,1/19/2018,125.37
Beverages,Health Drinks,7/25/2018,267.95
Bakery,Breads & Buns,10-05-2015,388.87
"Eggs, Meat & Fish",Chicken,12/29/2015,340.48
Beverages,Soft Drinks,6/16/2018,177.14
Snacks,Chocolates,05-10-2015,343.44
Fruits & Veggies,Fresh Fruits,12-05-2016,341.32
Food Grains,Atta & Flour,2/25/2017,699.98
Oil & Masala,Spices,9/17/2017,298.48
Beverages,Soft Drinks,7/25/2018,286.26
Bakery,Cakes,11-10-2017,1073.16
Food Grains,Rice,9/25/2018,77.22
Bakery,Biscuits,11/27/2018,450.58
Snacks,Cookies,11-05-2018,356
Food Grains,Organic Staples,03-05-2015,608.25
"Eggs, Meat & Fish",Mutton,03-11-2015,423.36
Oil & Masala,Edible Oil & Ghee,3/26/2016,268.75
Snacks,Cookies,9/16/2018,303.81
Bakery,Breads & Buns,12-01-2015,430.5
"Eggs, Meat & Fish",Chicken,9/22/2018,381.6
Food Grains,Dals & Pulses,8/24/2018,167.86
Beverages,Health Drinks,9/22/2018,100.98
Bakery,Breads & Buns,09-04-2018,671.84
"Eggs, Meat & Fish",Fish,9/13/2015,137.7
Oil & Masala,Edible Oil & Ghee,12/15/2017,805.35
Food Grains,Atta & Flour,8/19/2015,690.58
Bakery,Breads & Buns,09-04-2018,734.4
Oil & Masala,Masalas,6/21/2018,460.98
Food Grains,Dals & Pulses,12-05-2016,656.46
"Eggs, Meat & Fish",Eggs,9/26/2016,50.34
Food Grains,Organic Staples,11/18/2015,216
Bakery,Breads & Buns,11/26/2017,147.36
Bakery,Biscuits,11-03-2017,48.37
Beverages,Soft Drinks,12/29/2018,355.68
"Eggs, Meat & Fish",Mutton,12/29/2018,584.04
"Eggs, Meat & Fish",Mutton,11/14/2017,115.15
Fruits & Veggies,Organic Vegetables,12-09-2018,479.89
Beverages,Soft Drinks,12/19/2015,246.05
Snacks,Cookies,05-01-2017,306
Oil & Masala,Edible Oil & Ghee,05-05-2015,918.4
Beverages,Soft Drinks,3/29/2016,857.66
Beverages,Health Drinks,11/14/2017,157.08
Food Grains,Dals & Pulses,12-09-2018,284.88
Snacks,Chocolates,3/27/2018,153.68
Snacks,Noodles,3/16/2016,95.9
Oil & Masala,Masalas,12-09-2018,145.86
Bakery,Breads & Buns,3/27/2018,208.26
Fruits & Veggies,Organic Vegetables,05-01-2017,123.68
Beverages,Health Drinks,9/23/2018,119.8
Oil & Masala,Masalas,05-05-2015,360.62
Bakery,Biscuits,8/27/2015,109.06
Beverages,Health Drinks,11-08-2016,211.35
Food Grains,Atta & Flour,9/27/2017,48.3
Food Grains,Atta & Flour,12/17/2015,249.7
Food Grains,Rice,6/30/2017,625.56
Oil & Masala,Edible Oil & Ghee,11-03-2017,189.72
"Eggs, Meat & Fish",Chicken,4/29/2015,198.88
Food Grains,Atta & Flour,4/19/2015,343.05
"Eggs, Meat & Fish",Fish,05-01-2017,104.02
Bakery,Biscuits,9/27/2017,811.59
Food Grains,Rice,05-05-2015,754.25
Beverages,Soft Drinks,12/25/2018,291.84
Snacks,Noodles,9/14/2016,168.13
Fruits & Veggies,Fresh Fruits,3/27/2018,256.94
Bakery,Breads & Buns,09-11-2018,157.51
"Eggs, Meat & Fish",Chicken,03-01-2016,499.52
Snacks,Chocolates,12-09-2018,291.46
Oil & Masala,Spices,09-11-2018,297.2
Beverages,Soft Drinks,11-03-2017,265.03
Fruits & Veggies,Organic Vegetables,3/27/2018,395.72
Food Grains,Rice,12-09-2018,441.72
Bakery,Biscuits,11-08-2016,473.55
"Eggs, Meat & Fish",Mutton,12/25/2016,147.72
Bakery,Biscuits,3/16/2016,328.1
Snacks,Cookies,9/23/2017,597.24
Beverages,Health Drinks,4/14/2017,564.12
"Eggs, Meat & Fish",Chicken,12/19/2015,337.55
Snacks,Cookies,12/21/2018,583.8
Snacks,Chocolates,6/29/2017,207.57
Snacks,Chocolates,11-08-2016,63.65
Oil & Masala,Edible Oil & Ghee,05-09-2017,673.11
"Eggs, Meat & Fish",Mutton,11/19/2018,245.16
Fruits & Veggies,Fresh Vegetables,02-02-2017,612.35
Beverages,Health Drinks,11/25/2018,285.35
Oil & Masala,Spices,12-05-2017,315
Bakery,Breads & Buns,4/19/2015,749.12
Food Grains,Atta & Flour,11/13/2018,634
Food Grains,Atta & Flour,12/23/2015,796.79
Fruits & Veggies,Fresh Fruits,12/22/2018,318.63
Food Grains,Organic Staples,8/25/2018,314.85
Fruits & Veggies,Organic Fruits,10/22/2016,972.3
Beverages,Health Drinks,7/29/2018,241.92
Fruits & Veggies,Organic Fruits,09-04-2017,452.16
Bakery,Biscuits,8/25/2018,51.87
Bakery,Biscuits,09-04-2017,558.83
Food Grains,Dals & Pulses,8/29/2015,360.78
Bakery,Breads & Buns,03-09-2016,108.22
Fruits & Veggies,Organic Vegetables,04-11-2015,590.82
Food Grains,Rice,8/23/2018,704.1
"Eggs, Meat & Fish",Chicken,12/23/2015,570.68
Bakery,Breads & Buns,10/28/2018,257.61
Bakery,Breads & Buns,11-06-2018,677.7
Snacks,Noodles,3/18/2017,363.01
Oil & Masala,Edible Oil & Ghee,7/29/2018,172.25
Oil & Masala,Edible Oil & Ghee,09-05-2017,29
"Eggs, Meat & Fish",Eggs,04-11-2015,155.47
Food Grains,Atta & Flour,12/23/2015,499.17
"Eggs, Meat & Fish",Mutton,10/28/2018,148.83
Food Grains,Atta & Flour,8/13/2017,930.62
Fruits & Veggies,Fresh Vegetables,11-03-2018,704.7
"Eggs, Meat & Fish",Eggs,09-05-2017,466.07
Snacks,Noodles,09-04-2017,315.69
Bakery,Breads & Buns,11/13/2018,153.12
Bakery,Biscuits,8/22/2015,110.89
Fruits & Veggies,Fresh Fruits,8/27/2018,289.12
"Eggs, Meat & Fish",Eggs,12-04-2016,518.43
Bakery,Breads & Buns,11-06-2018,159.6
Beverages,Health Drinks,11/13/2018,673.81
"Eggs, Meat & Fish",Fish,8/23/2018,588.48
Beverages,Health Drinks,5/27/2018,230.26
Oil & Masala,Edible Oil & Ghee,12/23/2015,593.5
Food Grains,Rice,8/23/2018,230.78
Snacks,Chocolates,10/31/2017,109.56
Fruits & Veggies,Organic Vegetables,11-06-2018,463.11
Food Grains,Rice,8/31/2018,764.4
Beverages,Health Drinks,10-01-2017,160.93
"Eggs, Meat & Fish",Fish,10/21/2017,132.66
Oil & Masala,Spices,5/15/2017,89.94
Food Grains,Rice,10-01-2017,474.24
Beverages,Health Drinks,8/29/2015,160.65
Bakery,Cakes,12-04-2016,402.36
"Eggs, Meat & Fish",Chicken,09-05-2017,331.4
Beverages,Health Drinks,11-06-2018,281.06
Food Grains,Rice,8/13/2017,958.8
Bakery,Biscuits,12-12-2016,261.72
"Eggs, Meat & Fish",Eggs,12/20/2015,556.85
"Eggs, Meat & Fish",Chicken,01-07-2018,48.5
Beverages,Health Drinks,6/24/2018,256.5
Snacks,Cookies,9/29/2017,381.92
Oil & Masala,Spices,3/28/2017,190.8
Fruits & Veggies,Fresh Vegetables,07-07-2017,142.32
Beverages,Soft Drinks,6/24/2017,713.7
Bakery,Breads & Buns,6/23/2017,234.36
Oil & Masala,Masalas,8/26/2017,183.36
Food Grains,Organic Staples,12/29/2015,531.12
"Eggs, Meat & Fish",Eggs,6/17/2018,61.68
Beverages,Health Drinks,4/13/2016,48.84
Fruits & Veggies,Fresh Fruits,05-04-2018,240.84
Oil & Masala,Masalas,11-12-2018,617.92
Food Grains,Atta & Flour,9/23/2018,217.8
"Eggs, Meat & Fish",Eggs,09-09-2018,889.56
Oil & Masala,Spices,12/20/2015,529.32
Food Grains,Organic Staples,10-12-2018,257.79
Bakery,Biscuits,9/24/2016,274.4
Oil & Masala,Edible Oil & Ghee,7/25/2016,346.41
Fruits & Veggies,Organic Fruits,12/13/2016,497.52
Fruits & Veggies,Organic Vegetables,8/14/2018,367.46
"Eggs, Meat & Fish",Chicken,04-01-2015,49.62
Food Grains,Atta & Flour,04-11-2016,216.96
Snacks,Chocolates,2/15/2016,303.38
Snacks,Cookies,11/22/2016,623.07
Beverages,Soft Drinks,11-12-2018,399.67
Fruits & Veggies,Fresh Vegetables,10/23/2016,199.98
Fruits & Veggies,Fresh Fruits,2/19/2017,78.5
Beverages,Soft Drinks,12-10-2018,372.15
Snacks,Chocolates,12-08-2015,473.28
Bakery,Breads & Buns,10/18/2015,87.76
Beverages,Health Drinks,06-11-2018,242.8
Fruits & Veggies,Organic Fruits,7/27/2018,360.62
"Eggs, Meat & Fish",Eggs,7/25/2016,383.18
Food Grains,Organic Staples,3/23/2015,391.34
"Eggs, Meat & Fish",Chicken,12-08-2017,414.78
Oil & Masala,Spices,06-11-2018,67.69
Snacks,Noodles,7/17/2017,396
Fruits & Veggies,Fresh Vegetables,05-06-2018,430.8
Beverages,Soft Drinks,6/24/2017,1065.15
Bakery,Breads & Buns,08-04-2015,301
Food Grains,Atta & Flour,09-01-2015,195.9
Food Grains,Organic Staples,4/19/2017,275.8
Food Grains,Organic Staples,11-05-2017,126.48
Oil & Masala,Spices,09-02-2017,987.3
Food Grains,Dals & Pulses,11-12-2018,131.56
Oil & Masala,Masalas,6/23/2017,208.44
Fruits & Veggies,Fresh Fruits,2/15/2016,257.44
Oil & Masala,Spices,11-10-2017,655.36
"Eggs, Meat & Fish",Mutton,5/16/2017,959.79
Snacks,Noodles,09-12-2018,647.28
Oil & Masala,Masalas,01-06-2015,112.95
Food Grains,Organic Staples,12-05-2018,542.1
Fruits & Veggies,Fresh Fruits,12/25/2016,276.76
Food Grains,Dals & Pulses,12/25/2016,400.96
Bakery,Cakes,3/29/2016,732.55
"Eggs, Meat & Fish",Eggs,3/26/2017,210.65
Bakery,Cakes,06-12-2018,150.08
"Eggs, Meat & Fish",Fish,07-11-2016,930.93
Beverages,Health Drinks,01-07-2018,162.58
Oil & Masala,Masalas,08-03-2018,244.64
Snacks,Chocolates,11/22/2016,117.4
Snacks,Chocolates,12-12-2015,468.3
Oil & Masala,Spices,11-06-2017,79.5
Fruits & Veggies,Fresh Vegetables,08-01-2018,476.25
"Eggs, Meat & Fish",Fish,12-08-2017,137.4
Food Grains,Organic Staples,9/23/2018,166.04
Oil & Masala,Masalas,4/16/2017,538.56
Food Grains,Dals & Pulses,11-10-2017,832.05
Oil & Masala,Masalas,05-08-2018,116.3
Snacks,Chocolates,10/17/2018,362.7
Oil & Masala,Edible Oil & Ghee,7/22/2015,269.36
"Eggs, Meat & Fish",Chicken,10/25/2016,491.04
Bakery,Cakes,12-12-2016,162.48
Snacks,Noodles,10/23/2016,150.36
Food Grains,Dals & Pulses,12-12-2016,148.2
"Eggs, Meat & Fish",Fish,12/20/2016,367.5
Oil & Masala,Spices,4/19/2017,123.76
"Eggs, Meat & Fish",Chicken,11/30/2016,176.26
Bakery,Biscuits,2/21/2016,208.44
"Eggs, Meat & Fish",Mutton,7/27/2018,573.76
"Eggs, Meat & Fish",Mutton,3/28/2017,620.49
Fruits & Veggies,Organic Vegetables,11-10-2017,104
Food Grains,Rice,3/21/2018,405.81
Oil & Masala,Spices,6/23/2017,419.3
Food Grains,Rice,7/25/2015,156.52
Snacks,Cookies,12/17/2016,220.97
Bakery,Biscuits,12/17/2016,735.93
Bakery,Breads & Buns,11-10-2017,702.74
"Eggs, Meat & Fish",Fish,4/19/2017,629.85
Food Grains,Organic Staples,08-04-2015,200.39
"Eggs, Meat & Fish",Fish,3/26/2015,566.37
Oil & Masala,Masalas,08-03-2018,427.85
Food Grains,Atta & Flour,11-10-2017,435.96
"Eggs, Meat & Fish",Mutton,6/16/2017,744.07
"Eggs, Meat & Fish",Mutton,08-04-2015,469.5
Fruits & Veggies,Fresh Fruits,7/25/2015,271.56
Beverages,Health Drinks,2/15/2016,468.05
Fruits & Veggies,Fresh Vegetables,8/14/2018,98.67
Snacks,Cookies,7/25/2017,218.9
Food Grains,Atta & Flour,12/13/2015,142.45
Bakery,Breads & Buns,3/29/2016,425.88
Food Grains,Rice,09-10-2016,221.63
Oil & Masala,Spices,7/17/2017,496.5
Oil & Masala,Masalas,01-07-2018,386.1
Fruits & Veggies,Organic Vegetables,08-04-2015,133.25
Beverages,Health Drinks,9/14/2018,302.64
Bakery,Biscuits,5/16/2017,364.82
Oil & Masala,Spices,09-09-2018,313.31
"Eggs, Meat & Fish",Eggs,11/22/2016,485.94
Fruits & Veggies,Fresh Vegetables,7/22/2015,186.48
Food Grains,Dals & Pulses,01-07-2018,615.6
Beverages,Health Drinks,08-08-2015,224.62
"Eggs, Meat & Fish",Fish,10/29/2017,201.96
Bakery,Cakes,4/19/2017,59.29
Fruits & Veggies,Fresh Vegetables,11/15/2017,514.96
Snacks,Cookies,08-04-2015,258.96
Beverages,Health Drinks,10/18/2015,867.16
Snacks,Cookies,9/23/2018,679
Oil & Masala,Masalas,9/24/2016,140.25
Food Grains,Organic Staples,12/18/2018,776.16
Bakery,Cakes,3/19/2018,316.25
Beverages,Soft Drinks,12/20/2015,349.58
Bakery,Cakes,12/17/2016,210.87
"Eggs, Meat & Fish",Fish,3/21/2018,416.86
Snacks,Chocolates,09-10-2017,114.87
Food Grains,Dals & Pulses,4/25/2018,229.88
Fruits & Veggies,Organic Fruits,12/19/2018,653.98
Oil & Masala,Masalas,02-03-2015,152.25
Beverages,Health Drinks,09-02-2018,416.84
Bakery,Breads & Buns,12-03-2018,618.12
Oil & Masala,Edible Oil & Ghee,11-10-2017,650.07
Food Grains,Organic Staples,3/21/2018,486.6
"Eggs, Meat & Fish",Fish,4/19/2017,340.68
Fruits & Veggies,Organic Fruits,3/26/2017,82.2
Food Grains,Atta & Flour,7/17/2017,891.72
Bakery,Breads & Buns,9/24/2016,127.44
Oil & Masala,Masalas,02-03-2015,448.34
Snacks,Cookies,07-11-2016,164.12
Fruits & Veggies,Organic Fruits,12/29/2017,279.45
Oil & Masala,Edible Oil & Ghee,7/14/2016,509.49
Beverages,Soft Drinks,3/20/2016,664.61
Fruits & Veggies,Organic Fruits,12-06-2015,389.22
Beverages,Soft Drinks,11-07-2015,787.08
Beverages,Soft Drinks,09-09-2017,147
Oil & Masala,Masalas,04-01-2015,369.28
Beverages,Health Drinks,7/14/2016,485.32
Snacks,Noodles,11/18/2015,686.7
Bakery,Cakes,8/20/2018,618.03
Beverages,Soft Drinks,2/15/2016,240.45
Food Grains,Atta & Flour,2/15/2016,213.84
Beverages,Soft Drinks,12/20/2015,550.77
Bakery,Biscuits,11-01-2018,70.84
Oil & Masala,Edible Oil & Ghee,06-02-2018,289.68
Oil & Masala,Spices,11-07-2015,656
Beverages,Health Drinks,12-03-2018,941.85
Oil & Masala,Spices,4/23/2018,61.15
"Eggs, Meat & Fish",Eggs,09-04-2018,255.64
Bakery,Cakes,06-11-2018,222.2
Fruits & Veggies,Fresh Vegetables,06-02-2018,600.6
Bakery,Cakes,9/24/2016,753.87
Bakery,Biscuits,3/19/2018,618
Bakery,Cakes,11/15/2017,499.46
Fruits & Veggies,Organic Fruits,12-03-2018,120.29
Bakery,Breads & Buns,11/24/2018,229.92
Food Grains,Organic Staples,9/15/2018,181.56
Food Grains,Rice,11/24/2018,684.84
Fruits & Veggies,Organic Vegetables,11/20/2016,857.16
Fruits & Veggies,Fresh Vegetables,10/22/2018,218.79
Food Grains,Rice,11/20/2016,267.6
Beverages,Health Drinks,03-08-2016,368.03
Beverages,Soft Drinks,5/29/2018,112.16
Fruits & Veggies,Fresh Fruits,9/24/2017,436.5
Beverages,Soft Drinks,5/29/2018,221.62
Snacks,Cookies,3/21/2018,192.16
Bakery,Cakes,7/17/2017,97.92
Snacks,Cookies,10-01-2018,269.52
Food Grains,Organic Staples,9/24/2017,438
Snacks,Chocolates,12/21/2018,404.8
Oil & Masala,Edible Oil & Ghee,1/20/2015,309.96
Snacks,Chocolates,7/17/2017,542.8
Snacks,Noodles,5/29/2018,245.7
Oil & Masala,Masalas,12/29/2017,1090.32
Bakery,Biscuits,3/17/2015,690.8
Food Grains,Dals & Pulses,9/13/2017,447.26
Snacks,Chocolates,7/29/2018,299.91
Beverages,Health Drinks,09-01-2017,132.58
Snacks,Noodles,11-10-2015,907.28
"Eggs, Meat & Fish",Eggs,10/30/2017,310.05
Snacks,Cookies,6/20/2015,95.2
Fruits & Veggies,Organic Fruits,6/29/2018,496.2
Bakery,Biscuits,05-08-2016,493.29
"Eggs, Meat & Fish",Eggs,9/23/2015,441.96
Oil & Masala,Edible Oil & Ghee,9/25/2018,255.06
Food Grains,Organic Staples,7/29/2018,835.2
"Eggs, Meat & Fish",Fish,4/20/2016,789.36
Food Grains,Atta & Flour,09-09-2018,82.44
Bakery,Cakes,09-04-2017,1120.95
Fruits & Veggies,Fresh Vegetables,12-08-2018,108.72
Oil & Masala,Edible Oil & Ghee,11/13/2016,78.54
"Eggs, Meat & Fish",Fish,11/30/2017,111.04
Fruits & Veggies,Fresh Fruits,8/26/2017,124.07
Fruits & Veggies,Organic Vegetables,1/30/2015,791.7
Beverages,Health Drinks,06-09-2016,714.88
"Eggs, Meat & Fish",Chicken,03-10-2015,864.5
"Eggs, Meat & Fish",Eggs,11-03-2018,325.76
"Eggs, Meat & Fish",Eggs,08-08-2017,238.16
Food Grains,Atta & Flour,10-07-2018,103.95
Fruits & Veggies,Fresh Vegetables,1/30/2015,457.44
Fruits & Veggies,Organic Vegetables,1/20/2015,733.05
Fruits & Veggies,Fresh Vegetables,3/30/2015,729.96
Beverages,Soft Drinks,12/22/2018,207.34
Food Grains,Atta & Flour,11-07-2015,166.43
Food Grains,Atta & Flour,9/13/2017,354.48
Oil & Masala,Edible Oil & Ghee,6/29/2018,272.3
Food Grains,Rice,12-08-2018,439.65
Beverages,Health Drinks,8/26/2017,299.64
Fruits & Veggies,Organic Fruits,1/20/2015,139.92
Food Grains,Dals & Pulses,06-04-2018,98.94
Snacks,Cookies,03-04-2017,125.84
Snacks,Noodles,11/22/2017,428.2
"Eggs, Meat & Fish",Fish,11/23/2015,500.28
Food Grains,Rice,11/14/2015,729.2
Food Grains,Atta & Flour,11-09-2016,296.4
Oil & Masala,Spices,4/13/2016,105.2
Food Grains,Dals & Pulses,11-07-2015,141.44
"Eggs, Meat & Fish",Chicken,3/28/2015,384.12
Bakery,Breads & Buns,11-09-2016,237.8
"Eggs, Meat & Fish",Fish,1/23/2015,624.78
Bakery,Breads & Buns,5/29/2016,922.91
Oil & Masala,Masalas,6/13/2017,109.4
Fruits & Veggies,Fresh Vegetables,11-03-2018,208.28
Fruits & Veggies,Fresh Fruits,11-10-2015,739.9
Fruits & Veggies,Organic Vegetables,11-10-2015,228.6
Bakery,Cakes,7/17/2017,799.26
Food Grains,Organic Staples,11-09-2016,253.12
Bakery,Breads & Buns,9/13/2017,194.04
"Eggs, Meat & Fish",Mutton,9/13/2017,96.9
Oil & Masala,Edible Oil & Ghee,6/27/2018,325.12
"Eggs, Meat & Fish",Eggs,11/17/2016,530.64
"Eggs, Meat & Fish",Mutton,09-10-2016,104.85
Snacks,Noodles,11-10-2015,472.29
Oil & Masala,Edible Oil & Ghee,11-10-2015,240.25
Oil & Masala,Spices,7/17/2017,532.35
Oil & Masala,Masalas,9/13/2017,224.8
Food Grains,Dals & Pulses,11-07-2015,311.85
Food Grains,Dals & Pulses,07-11-2018,135.38
Fruits & Veggies,Fresh Fruits,04-04-2015,555
Fruits & Veggies,Fresh Vegetables,09-01-2017,305.37
Beverages,Soft Drinks,03-11-2018,663.36
